input_viscosity,SL_2nd_flow,SL_3rd_flow,CDL_1st_temp,CDL_2nd_temp,TOP_temp,Luwa_amp,dilute_ratio
-0.14747689163685226,-0.42940156136582947,-0.6036296872359935,0.9858949461135996,-0.7014107182205032,1.4951218639872859,-0.3270959791767893,-1.36656371809544
-0.135579609509641,-0.38658811331788534,-0.6036296872359935,0.9838997895990316,-0.6357847795000092,1.483515992765148,-0.251708554017069,-1.3688219203514114
-0.12368233028760449,-0.4440998760094169,-0.6036296872359935,0.9818170224380337,-0.5701588340529503,1.4719101215429031,-0.16602863194790848,-1.3670948968249483
-0.11178505033926912,-0.45008365426077745,-0.6036296872359935,0.979734253136439,-0.5045329020589833,1.4603042503207437,-0.07139764761562976,-1.3670572424021232
-0.09988776893835156,-0.4347017918324814,-0.6036296872359935,0.9776514816942355,-0.4346013927469105,1.4486983806047125,0.01724453689004445,-1.3620564640910278
-0.08799048971630731,-0.3817058692539324,-0.6036296872359935,0.975568712392641,-0.35928137189877507,1.437092510888681,0.11551190957650358,-1.3607684686524915
-0.07609320904168858,-0.42498484077215887,-0.6036296872359935,0.9734859430910434,-0.2839448440965352,1.4254866381603295,0.21623318448703063,-1.3624942295987106
-0.06419592836706213,-0.38589533494025446,-0.6036296872359935,0.9714031759300455,-0.20860830956773987,1.4138807684442982,0.32674655601473473,-1.3672515742922342
-0.05229864841873192,-0.38083403529280835,-0.6036296872359935,0.969320406628454,-0.13327177503894452,1.402274897222096,0.44877724988794815,-1.3539488608400394
-0.040401368470399136,-0.40976504094715277,-0.6036296872359935,0.9672376373268563,-0.05793524723669514,1.390669029012257,0.5652902262854038,-1.3545429118553398
-0.028504087069473837,-0.3696650055891287,-0.6036296872359935,0.9651548658846559,0.005609907181021965,1.3790631547777346,0.665842186981046,-1.3502579273371642
-0.016606807847439894,-0.46191426402834496,-0.6036296872359935,0.9630720965830583,0.033992477994957256,1.3674572850616604,0.9421971119002684,-1.353967919827991
-0.004709527172818595,-0.4514811405039888,-0.6036296872359935,0.9609893294220665,0.06003139765204786,1.3558514153456933,0.9703334883444701,-1.3448547023783668
0.007187753501807866,-0.4955066814994747,-0.6036296872359935,0.9589065601204688,0.08607032403568442,1.3442455456296405,1.1330803520548243,-1.347691288922343
0.019085032723841808,-0.4648678618939318,-0.6036296872359935,0.9568237908188743,0.11210925041932097,1.332639672901289,1.342656470918135,-1.3465761583555629
0.03098231412476453,-0.41997343940845944,-0.6036296872359935,0.9547410193766708,0.14585263956227057,1.3210338016790868,1.4965936699680549,-1.341997001895034
0.042879594073099894,-0.3991626866455867,-0.6036296872359935,0.952658250075067,0.22149131727156637,1.3094279334692263,1.7362655605208213,-1.3402632804305032
0.05475105065182033,-0.3618267048165936,-0.6036296872359935,0.9505754829140813,0.30343715820002903,1.2978220622470242,1.952106815453445,-1.3364840061625003
0.06348105491642009,-0.4058796206207432,-0.6036296872359935,0.9484927136124868,0.3824951027975104,1.2862161895186726,2.020873644919758,-1.340073182119879
0.07004210094882603,-0.3934924286254008,-0.6036296872359935,0.9464099443108891,0.3939310587241822,1.2746103198026628,2.0960963991967363,-1.326779201702688
0.07660314334976617,-0.43413401633270765,-0.6036296872359935,0.9443271750092915,0.3769004561315261,1.2630044500866529,2.203534935384913,-1.3344616560292801
0.08316418575070372,-0.471850172985778,-0.6036296872359935,0.942244403567091,0.3598698669919619,1.2513985788644506,1.750580497285611,-1.333118693676203
0.08972523178311484,-0.39692179443601094,-0.6036296872359935,0.9401616364060993,0.33902968271101025,1.2397927061360992,-0.42646168311055044,-1.3273450066830004
0.0962862712788751,-0.41139561772919725,-0.6036296872359935,0.9380788671045016,0.2548938721173957,1.228186837926217,-0.9950060556053155,-1.3286713860347976
0.10284731658498995,-0.4011019682485115,-0.6036296872359935,0.9359960978029009,0.14828385694916896,1.216580966704058,-0.6777067602649902,-1.3239432897196437
0.10940836043851745,-0.38829424986312,-0.6036296872359935,0.9339133285013094,0.0416738417809709,1.2049750969879838,-0.29552103698671023,-1.3199892655459469
0.11596940138686765,-0.47611517899446876,-0.6036296872359935,0.9318305591997118,-0.06493618011379224,1.193369224259632,-0.4246311437347746,-1.333840165597261
0.12253044741926586,-0.4622388917382512,-0.6036296872359935,0.9297477898981141,0.1158220034179256,1.1817633545435795,-0.3637526931615337,-1.3235539439711168
0.12909148836762638,-0.35870810666849456,-0.6036296872359935,0.9276650205965196,0.7179453614880876,1.170157484827548,-0.30658644209115465,-1.3141638341391537
0.13565253222115128,-0.4089063223649237,-0.6036296872359935,0.925582251294925,0.7850788882652593,1.1585516120992394,-0.22982431078782012,-1.323802715479564
0.14221357752726616,-0.3660513271396936,-0.6036296872359935,0.9234994819933243,0.6730801664910419,1.146945742383208,-0.1470717159196941,-1.3216637569560326
0.148774617023029,-0.38365781360239476,-0.6036296872359935,0.9234669597945586,0.5724494961195362,1.1353398711610059,-0.07839091576373418,-1.315094009326624
0.15533566305543753,-0.3904582497670642,-0.6036296872359935,0.9266799509595485,0.4734140943861482,1.1237340029511453,0.015693737996144208,-1.3114952034568896
0.16189670545637508,-0.40985616647970746,-0.6036296872359935,0.929933579353616,0.4577161222802379,1.1121281302227939,0.11134519541932614,-1.3224273942057096
0.1684577478573178,-0.38927945093978394,-0.6036296872359935,0.9331872098882894,0.5998420936388583,1.1005222590005916,0.1958209439648816,-1.318163851542188
0.17501879388972116,-0.4222974301989209,-0.6036296872359935,0.9364408404229597,0.7446569428886423,1.0889163892845604,0.3073196295926454,-1.3176635838671915
0.18157983265919292,-0.3596357916125092,-0.6036296872359935,0.9396944688170272,0.5424290910580277,1.0773105195685075,0.4173897047216392,-1.317731918090422
0.18814087869159626,-0.3463239022223313,-0.6036296872359935,0.942948097211104,0.09238885512466961,1.0657046468401774,0.5136532370521417,-1.3159649838409997
0.1947019218188301,-0.39926984664064574,-0.6036296872359935,0.9462017277457652,-0.04974143467915355,1.060364439852424,0.6491473565763559,-1.3108177842681374
