input_viscosity,SL_temp,SL_1st_flow,SL_2nd_flow,SL_3rd_flow,CDL_1st_temp,CDL_2nd_temp,CLD_3rd_temp,TOP_temp,vacuum,Luwa_amp,dilute_ratio
-0.06271958826030917,3.389245797000548,-0.8107331574026365,0.5786863824209375,-1.260935567836958,0.7799231093627133,-0.4012478744457585,-0.9574958763943452,2.0383979917355948,0.6191271638412456,-0.31741187575290786,-1.8564680022530882
-0.03339206236611779,2.9347836942960797,-0.8142483493764896,0.5764960003258278,-1.260935567836958,0.7663312489273728,-0.2359546778541864,-0.9689066384804572,1.9690044487817164,-0.09786419289068828,0.2523473117995565,-1.85974320246252
-0.0069972890613450274,2.5452447491207693,-0.8177635413503428,0.5803291689922696,-1.260935567836958,0.7550046985645903,-0.08932361636166462,-0.9945808531742152,1.8822625200893564,-1.2450503636618229,1.0816007827917578,-1.8421038386388509
0.02233023683284739,2.155705803945458,-0.8203999353307329,0.5830671466111562,-1.260935567836958,0.7414128381292499,0.02798123283235281,-1.0202550678679734,1.8128689771354531,1.2644193849000471,2.2211191578966862,-1.7861692861640173
0.03992675236936222,1.766166858770147,-0.8239151273045859,0.5869003152775981,-1.260935567836958,0.7278209776939094,-0.0280051724647905,-1.0459292825617317,1.726127048443093,-0.5280590069298893,-0.7122944809872888,-1.7708026699854047
0.05459051531645843,1.311704756065679,-0.8274303192784398,0.5737580227069412,-1.260935567836958,0.7142291172585691,0.1799443329246054,-1.0630454256908997,1.639385119750733,-0.5280590069298893,-0.10868821298616284,-1.7571870547003594
0.0692542782635536,0.9221658108903678,-0.8309455112522929,0.5808767645160473,-1.260935567836958,0.7278209776939094,0.20127248732351727,-1.0487819730832575,1.56999157679683,0.9776228422073144,0.4723533347158551,-1.7446008364234602
0.08685079380006946,0.5326268657150567,-0.8344607032261461,0.5803291689922696,-1.260935567836958,0.7504740784194747,-0.14797604095867334,-1.0373712109971456,1.552643191058348,0.6191271638412456,1.1041655030908648,-1.8718497496651665
0.10151455674716464,0.4677037081858997,-0.8335819052326829,0.570472449564277,-1.260935567836958,0.7708618690724852,-0.11065177076057654,-1.0259604489110294,1.587339962535312,0.045534078455678105,2.0011131349803892,-1.766894306224985
0.1191110722836805,0.4677037081858997,-0.8327031072392193,0.5677344719453904,-1.260935567836958,0.7912496597254959,-0.15330807955840034,-1.0116969963033873,1.6220367340122508,0.33233062114851275,-0.7010121208377352,-1.7830555380324262
0.13377483523077774,0.4677037081858997,-0.8309455112522929,0.5764960003258278,-1.260935567836958,0.8003109000157207,-0.3399294305488844,-1.0002862342172714,1.6567335054891899,1.3361185205732813,-0.2610000750051393,-1.807735802340801
0.14843859817787292,0.4677037081858997,-0.8300667132588292,0.5830671466111562,-1.260935567836958,0.7935149697980505,-0.3132692375502416,-0.9860227816096292,1.6740818912276718,-0.7431564139494898,0.19029433097701126,-1.9005530875801004
0.1631023611249681,0.4677037081858997,-0.8291879152653661,0.5896382928964846,-1.260935567836958,0.7867190395803835,-0.11065177076057654,-0.9774647100450432,1.708778662704611,-0.5280590069298893,0.3200414726968796,-2.0438679550273324
0.17483337148264466,0.4677037081858997,-0.8283091172719029,0.5808767645160473,-1.260935567836958,0.7799231093627133,-0.31060321825038,-0.9689066384804572,1.7608238199200323,-0.6714572782762557,-1.1861536072685464,-2.0010295979146
0.18656438184032328,0.4677037081858997,-0.826551521284976,0.5770435958496054,-1.260935567836958,0.7867190395803835,-0.3239333147496995,-0.9632012574374011,1.7955205913969714,-0.8148555496226221,-1.0507652854739011,-2.015130827755481
0.19829539219799985,0.4677037081858997,-0.8256727232915129,0.5869003152775981,-1.260935567836958,0.7912496597254959,-0.5718731096370576,-0.9546431858728149,1.8475657486123924,-0.4563598712566552,-0.8251180824828269,-2.2081557517492767
0.2100264025556764,0.4677037081858997,-0.8256727232915129,0.5677344719453904,-1.260935567836958,0.7980455899431661,-0.5852032061363771,-0.9489378048297592,1.8822625200893564,1.0493219778804466,-0.4866472779962135,-2.149662826136911
0.22175741291335294,0.4677037081858997,-0.8256727232915129,0.5677344719453904,-1.260935567836958,0.8025762100882784,-0.5798711675366462,-0.940379733265173,1.9343076773047772,-0.16956332856392242,-0.04099405208884078,-2.1655843301103017
0.2334884232710295,0.4677037081858997,-0.8256727232915129,0.5699248540405002,-1.260935567836958,0.8093721403059486,-0.5718731096370576,-0.934674352222117,1.9690044487817164,-1.1733512279886908,0.5908181162861699,-2.124048344246436
0.245219433628706,0.4677037081858997,-0.8256727232915129,0.5677344719453904,-1.260935567836958,0.813902760451061,-0.5638750517374651,-0.9261162806575308,2.021049605997137,-0.24126246423705466,1.3016068057080559,-2.1184448353397456
0.25401769139696395,0.4677037081858997,-0.8256727232915129,0.5677344719453904,-1.260935567836958,0.8206986906687312,-0.5825371868365117,-0.9204108996144708,2.0557463774740765,0.6191271638412456,-1.2200006877172078,-2.1186853259690674
0.2628159491652219,0.4677037081858997,-0.8256727232915129,0.570472449564277,-1.260935567836958,0.8252293108138437,-0.497224569240864,-0.9147055185714148,2.0730947632125587,-0.02616505721745414,-1.1353829865955545,-2.18060723181076
