input_viscosity(t-0),SL_temp(t-0),SL_1st_flow(t-0),SL_2nd_flow(t-0),SL_3rd_flow(t-0),CDL_1st_temp(t-0),CDL_2nd_temp(t-0),CLD_3rd_temp(t-0),TOP_temp(t-0),vacuum(t-0),Luwa_amp(t-0),dilute_ratio(t-0),input_viscosity(t-1),SL_temp(t-1),SL_1st_flow(t-1),SL_2nd_flow(t-1),SL_3rd_flow(t-1),CDL_1st_temp(t-1),CDL_2nd_temp(t-1),CLD_3rd_temp(t-1),TOP_temp(t-1),vacuum(t-1),Luwa_amp(t-1),dilute_ratio(t-1),input_viscosity(t-2),SL_temp(t-2),SL_1st_flow(t-2),SL_2nd_flow(t-2),SL_3rd_flow(t-2),CDL_1st_temp(t-2),CDL_2nd_temp(t-2),CLD_3rd_temp(t-2),TOP_temp(t-2),vacuum(t-2),Luwa_amp(t-2),dilute_ratio(t-2),input_viscosity(t-3),SL_temp(t-3),SL_1st_flow(t-3),SL_2nd_flow(t-3),SL_3rd_flow(t-3),CDL_1st_temp(t-3),CDL_2nd_temp(t-3),CLD_3rd_temp(t-3),TOP_temp(t-3),vacuum(t-3),Luwa_amp(t-3),dilute_ratio(t-3)
-0.06271958826030917,3.3243226394713914,-0.8107331574026365,0.5737580227069412,-1.260935567836958,0.7799231093627133,-0.393249816546166,-0.9546431858728149,2.0383979917355948,0.6191271638412456,-0.3117706956781311,-1.8239939501627729,-0.06271958826030917,3.3243226394713914,-0.8107331574026365,0.5737580227069412,-1.260935567836958,0.7799231093627133,-0.3959158358460277,-0.9574958763943452,2.0383979917355948,0.6191271638412456,-0.2610000750051393,-1.8282277746951907,-0.06271958826030917,3.389245797000548,-0.8107331574026365,0.575948404802051,-1.260935567836958,0.7799231093627133,-0.39858185514589306,-0.9574958763943452,2.0383979917355948,0.6191271638412456,-0.3117706956781311,-1.8425380893976235,-0.06271958826030917,3.389245797000548,-0.8107331574026365,0.5786863824209375,-1.260935567836958,0.7799231093627133,-0.4012478744457585,-0.9574958763943452,2.0383979917355948,0.6191271638412456,-0.31741187575290786,-1.8564680022530882
-0.03339206236611779,2.9347836942960797,-0.8142483493764896,0.5836147421349339,-1.260935567836958,0.7663312489273728,-0.227956619954594,-0.9689066384804572,1.9690044487817164,-0.09786419289068828,0.2692708520238878,-1.864093598616152,-0.03339206236611779,2.9347836942960797,-0.8142483493764896,0.5819719555636017,-1.260935567836958,0.7663312489273728,-0.2306226392544594,-0.9689066384804572,1.9690044487817164,-0.09786419289068828,0.2523473117995565,-1.8354649962901093,-0.03339206236611779,2.9347836942960797,-0.8142483493764896,0.5792339779447152,-1.260935567836958,0.7663312489273728,-0.23328865855432102,-0.9689066384804572,1.9690044487817164,-0.09786419289068828,0.2467061317247798,-1.8414506423316088,-0.03339206236611779,2.9347836942960797,-0.8142483493764896,0.5764960003258278,-1.260935567836958,0.7663312489273728,-0.2359546778541864,-0.9689066384804572,1.9690044487817164,-0.09786419289068828,0.2523473117995565,-1.85974320246252
-0.004064536471925369,2.5452447491207693,-0.8177635413503428,0.5808767645160473,-1.260935567836958,0.7527393884920325,-0.08665759706179921,-0.9945808531742152,1.8822625200893564,-1.1733512279886908,1.0872419628665344,-1.815989296763332,-0.004064536471925369,2.5452447491207693,-0.8177635413503428,0.5836147421349339,-1.260935567836958,0.7527393884920325,-0.08932361636166462,-0.9945808531742152,1.8822625200893564,-1.2450503636618229,0.9857007215205508,-1.8553850674529784,-0.0069972890613450274,2.5452447491207693,-0.8177635413503428,0.5819719555636017,-1.260935567836958,0.7550046985645903,-0.08932361636166462,-0.9945808531742152,1.8822625200893564,-1.2450503636618229,1.0195478019692124,-1.7800828366519608,-0.0069972890613450274,2.5452447491207693,-0.8177635413503428,0.5803291689922696,-1.260935567836958,0.7550046985645903,-0.08932361636166462,-0.9945808531742152,1.8822625200893564,-1.2450503636618229,1.0816007827917578,-1.8421038386388509
0.02233023683284739,2.155705803945458,-0.8212787333241965,0.5792339779447152,-1.260935567836958,0.739147528056692,0.035979290731945245,-1.0231077583894994,1.7955205913969714,1.3361185205732813,2.19855443759758,-1.7594820283094916,0.02233023683284739,2.155705803945458,-0.8203999353307329,0.5808767645160473,-1.260935567836958,0.7414128381292499,0.033313271432083624,-1.0202550678679734,1.7955205913969714,1.3361185205732813,2.068807295877711,-1.8216187079598043,0.02233023683284739,2.155705803945458,-0.8203999353307329,0.5819719555636017,-1.260935567836958,0.7414128381292499,0.030647252132218212,-1.0202550678679734,1.7955205913969714,1.3361185205732813,2.1703485372236946,-1.8009357272380102,0.02233023683284739,2.155705803945458,-0.8203999353307329,0.5830671466111562,-1.260935567836958,0.7414128381292499,0.02798123283235281,-1.0202550678679734,1.8128689771354531,1.2644193849000471,2.2211191578966862,-1.7861692861640173
0.03992675236936222,1.7012437012409898,-0.8239151273045859,0.5781387868971599,-1.260935567836958,0.7278209776939094,-0.04133526896410997,-1.0487819730832575,1.726127048443093,-0.3129615999102888,-0.9266593238288104,-1.7881104868884667,0.03992675236936222,1.7012437012409898,-0.8239151273045859,0.5808767645160473,-1.260935567836958,0.7278209776939094,-0.03866924966424835,-1.0487819730832575,1.726127048443093,-0.5997581426030215,-0.7630651016602805,-1.8107699229441527,0.03992675236936222,1.7012437012409898,-0.8239151273045859,0.5841623376587107,-1.260935567836958,0.7278209776939094,-0.03333721106451753,-1.0459292825617317,1.726127048443093,-0.8148555496226221,-0.5994708794917516,-1.7410324129469128,0.03992675236936222,1.766166858770147,-0.8239151273045859,0.5869003152775981,-1.260935567836958,0.7278209776939094,-0.0280051724647905,-1.0459292825617317,1.726127048443093,-0.5280590069298893,-0.7122944809872888,-1.7708026699854047
0.05459051531645843,1.311704756065679,-0.8274303192784398,0.5885431018489302,-1.260935567836958,0.7142291172585691,0.16661423642528594,-1.0630454256908997,1.639385119750733,-0.16956332856392242,-0.14253529343482438,-1.7849244818382302,0.05459051531645843,1.311704756065679,-0.8274303192784398,0.5896382928964846,-1.260935567836958,0.7142291172585691,0.16928025572514754,-1.0630454256908997,1.639385119750733,-0.24126246423705466,-0.0917646727618326,-1.7764706701223303,0.05459051531645843,1.311704756065679,-0.8274303192784398,0.5775911913733831,-1.260935567836958,0.7142291172585691,0.17461229432487838,-1.0630454256908997,1.639385119750733,-0.3846607355835229,-0.0917646727618326,-1.8118507797307608,0.05459051531645843,1.311704756065679,-0.8274303192784398,0.5737580227069412,-1.260935567836958,0.7142291172585691,0.1799443329246054,-1.0630454256908997,1.639385119750733,-0.5280590069298893,-0.10868821298616284,-1.7571870547003594
0.0721870308529743,0.9221658108903678,-0.8309455112522929,0.5830671466111562,-1.260935567836958,0.7300862877664672,0.14262006272650862,-1.0487819730832575,1.552643191058348,1.2644193849000471,0.5231239553888468,-1.7448382497173585,0.0721870308529743,0.9221658108903678,-0.8309455112522929,0.5825195510873786,-1.260935567836958,0.7300862877664672,0.16394821712542051,-1.0487819730832575,1.552643191058348,1.3361185205732813,0.5231239553888468,-1.7784559721333872,0.0692542782635536,0.9221658108903678,-0.8309455112522929,0.5819719555636017,-1.260935567836958,0.7300862877664672,0.18261035222447086,-1.0487819730832575,1.56999157679683,1.1927202492269149,0.3764532734446482,-1.752293027145771,0.0692542782635536,0.9221658108903678,-0.8309455112522929,0.5808767645160473,-1.260935567836958,0.7278209776939094,0.20127248732351727,-1.0487819730832575,1.56999157679683,0.9776228422073144,0.4723533347158551,-1.7446008364234602
0.08685079380006946,0.4677037081858997,-0.8344607032261461,0.5836147421349339,-1.260935567836958,0.7504740784194747,-0.14797604095867334,-1.0373712109971456,1.552643191058348,0.6191271638412456,1.2169891045864027,-1.7807641738536333,0.08685079380006946,0.4677037081858997,-0.8344607032261461,0.5825195510873786,-1.260935567836958,0.7504740784194747,-0.14797604095867334,-1.0373712109971456,1.552643191058348,0.6191271638412456,1.2113479245116259,-1.811332657180537,0.08685079380006946,0.5326268657150567,-0.8344607032261461,0.5814243600398241,-1.260935567836958,0.7504740784194747,-0.14797604095867334,-1.0373712109971456,1.552643191058348,0.6191271638412456,1.2113479245116259,-1.7948625151474673,0.08685079380006946,0.5326268657150567,-0.8344607032261461,0.5803291689922696,-1.260935567836958,0.7504740784194747,-0.14797604095867334,-1.0373712109971456,1.552643191058348,0.6191271638412456,1.1041655030908648,-1.8718497496651665
0.10151455674716464,0.4677037081858997,-0.8335819052326829,0.5677344719453904,-1.260935567836958,0.7708618690724852,-0.08932361636166462,-1.0231077583894994,1.587339962535312,0.11723321412891224,2.2098367977471334,-1.7593021957424442,0.10151455674716464,0.4677037081858997,-0.8335819052326829,0.5677344719453904,-1.260935567836958,0.7708618690724852,-0.09465565496139164,-1.0231077583894994,1.587339962535312,0.11723321412891224,2.1534249969993637,-1.758305858997564,0.10151455674716464,0.4677037081858997,-0.8335819052326829,0.5688296629929449,-1.260935567836958,0.7708618690724852,-0.1026537128609841,-1.0231077583894994,1.587339962535312,0.11723321412891224,2.063166115802934,-1.8316108245486051,0.10151455674716464,0.4677037081858997,-0.8335819052326829,0.570472449564277,-1.260935567836958,0.7708618690724852,-0.11065177076057654,-1.0259604489110294,1.587339962535312,0.045534078455678105,2.0011131349803892,-1.766894306224985
0.1191110722836805,0.4677037081858997,-0.8327031072392193,0.5677344719453904,-1.260935567836958,0.7912496597254959,-0.17996827255703932,-1.0116969963033873,1.6220367340122508,-0.09786419289068828,-0.8815298832305954,-1.7884132262651635,0.1191110722836805,0.4677037081858997,-0.8327031072392193,0.5677344719453904,-1.260935567836958,0.7912496597254959,-0.16930419535758526,-1.0116969963033873,1.6220367340122508,0.045534078455678105,-0.7687062817350573,-1.828346224459352,0.1191110722836805,0.4677037081858997,-0.8327031072392193,0.5677344719453904,-1.260935567836958,0.7912496597254959,-0.1613061374579928,-1.0116969963033873,1.6220367340122508,0.1889323498021464,-0.7122944809872888,-1.7552147717094255,0.1191110722836805,0.4677037081858997,-0.8327031072392193,0.5677344719453904,-1.260935567836958,0.7912496597254959,-0.15330807955840034,-1.0116969963033873,1.6220367340122508,0.33233062114851275,-0.7010121208377352,-1.7830555380324262
